Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt,State,Place_sentiment,Overall_state_sentiment
TD-174,Corbyn's Cove Beach - Port Blair," by ferry from Port Blair, Little Andaman is situated at the southern end of the Andaman & Nicobar Islands opposite to the Great Andaman Island. This island is one of the famous places of sightseeing in Andaman & Nicobar Islands.The Little Andaman Island is one of the largest islands in the Andaman & Nicobar Islands that are open to the public. The Duncan Passage separates Little Andaman from Rutland Bay of Great Andaman. A major part of Little Andaman was affected badly by the Tsunami in the year 2004.Little Andaman Island offers a perfect mix of white sandy beaches, bewitching waterfalls, boating through the creeks, exciting elephant safari, and surfing. The most famous and beautiful beach in Little Andaman is the Butler Bay Beach. It lies at a distance of 14 km from the Hut Bay Jetty. This beautiful beach is suitable for sun basking, scuba diving, snorkeling, and surfing. Accommodation is offered in the form of small tourist huts right at the sea .....
",Beach,,3.15,1383,2,   Port Bla,Andaman & Nicobar Islands,0.96,0.79
TD-175,Anthropological Museum - Port Blair,"from Port Blair and 35 km from Havelock Island by ferry, Long Island is a small island located just of the southeast coast of Middle Andaman in Andaman & Nicobar Islands.Long Island, having an area of about 18 sq. km, is a modern village with population of around 2000 having many plus points and facilities generally not available in other villages of Bay Islands. It has its own power-house, a well-equipped Boat Building Yard, Senior Secondary School, bank, wireless facilities, hospital, Range Forest Office and even police outpost. Long Island is a dreamland settlement without any road network.Lalaji Bay and Merk Bay are two pristine beaches famed as a popular picnic spot in this Island. The Island is an ideal location for beach camping in makeshift tents due to its unpolluted environment and calm atmosphere. Fleets of dolphins can be viewed very often from the beaches of this Island. Both of these are most easily approached by chartering a fisherman's .....
",Beach,35,3.41,1372,1, Port Blair,Andaman & Nicobar Islands,0.91,0.79
TD-176,Baratang Island,"from Diglipur and 320 km from Port Blair, Smith & Ross Islands are the twin islands situated in the Andaman Islands of India. This is one of the most beautiful places in Andamans.Ross & Smith Islands are joined by a sandbar that is visible during low tide but gets submerged during high tide. The sand bar in the form of a crescent is the main attraction of the place. Water is crystal clear and gem green in color. The Smith Island is best suited for island camping and is perfect for enjoying village life. Moreover, tourists can also find accommodation facilities at this island. There is a Marine Sanctuary on the island which makes it an ideal place for spotting beautiful coral reefs and colorful species from the underwater.The beach is surrounded by tropical forests and is a preferred place for trekking and trail hiking by many tourists. One can also opt for activities like Scuba Diving & Snorkeling. Ross & Smith Islands are home to the Olive Ridley turtles, .....
",Beach,320,3.72,1176,1, Diglipur a,Andaman & Nicobar Islands,0.99,0.79
TD-177,Sea Walk & Snorkeling - North Bay Island,"from Port Blair Central Bus Stand, Viper Island is a small, beautiful and serene island located in near Port Blair in the South Andaman district of Andaman & Nicobar Islands. Spread over an area of 69 acres, the island got its name from the ship in which Archibald Blair, a British colonial officer, came to the islands to set up a penal settlement in 1789. The ship got wrecked and was abandoned near the island. Besides that, people believe that due to the presence of viper snakes on the island, it came to be known as Viper- Island.This island was once under the control of the British and was used as a site of the Jail before the famous Cellular Jail was built in 1906. Now, the ruins of an old British Jail, constructed in 1867, can be seen on the island. The ruins consist of a two storied building supported by a plinth. The island was once a place of penal settlement for political prisoners and freedom fighters. In addition to its historical importance, .....
",Beach,,4.53,825,1, Port Blair,Andaman & Nicobar Islands,0.56,0.79
TD-178,Scuba Diving - Marine National Park,"from Port Blair Central Bus Stand, Viper Island is a small, beautiful and serene island located in near Port Blair in the South Andaman district of Andaman & Nicobar Islands. Spread over an area of 69 acres, the island got its name from the ship in which Archibald Blair, a British colonial officer, came to the islands to set up a penal settlement in 1789. The ship got wrecked and was abandoned near the island. Besides that, people believe that due to the presence of viper snakes on the island, it came to be known as Viper- Island.This island was once under the control of the British and was used as a site of the Jail before the famous Cellular Jail was built in 1906. Now, the ruins of an old British Jail, constructed in 1867, can be seen on the island. The ruins consist of a two storied building supported by a plinth. The island was once a place of penal settlement for political prisoners and freedom fighters. In addition to its historical importance, .....
",Beach,,3.63,1496,2, Port Blair,Andaman & Nicobar Islands,0.56,0.79
TD-179,Chatham Saw Mill - Port Blair,"from Port Blair, the Cinque Island is an isolated island in the Andaman Archipelago, on the north side of Duncan Passage, between Rutland Island and Passage Island. They are part of the Andaman & Nicobar Islands.Cinque Island is situated on the south-western coast of South Andaman in the Bay of Bengal. The Island is geologically classified into North Cinque Island and South Cinque Island. The two islands are connected by a sand bar and therefore are often considered a single Cinque Island. Both divisions of Cinque Island are a part of the Mahatma Gandhi Marine National Park, which is popularly known as Wandoor Marine National Park.Jolly Buoy, Redskin and Cinque are the most frequented and popular Islands of Mahatma Gandhi Marine National Park. Cinque Island is surrounded by coral reef gardens that extend to a few hundred meters into the deep sea. It offers a vista of its coral reefs, sea weeds, colorful fishes, shells, starfish, sea anemones, salt-water .....
",Adventure,,3.77,969,2, Port Blair,Andaman & Nicobar Islands,0.82,0.79
TD-180,Kalapathar Beach - Havelock Island,"rom Port Blair Central Bus Stand, the Corbyn's Cove is a serene and unspoiled soft sandy beach in Port Blair. Located picturesquely with the backdrop of lush green coconut trees and majestic sea, Corbyn's Cove Beach is a must visit place for the ones who want to experience nature at its best in Andamans. Corbyn's Cove Beach was named after well-known Henry Fisher Corbyn and is an ideal spot for sun basking and swimming. The beach is renowned for its glass-bottomed cruises, scuba diving and snorkeling, which is a perfect treat for an adventure enthusiasts. During the Japanese occupation of Corbyn's Cove, pill boxes and bunkers were made which can be still seen on the beach. A major part of the beach was washed away and destroyed in the tsunami of 2004.Corbyn's Cove Beach is the closest beach from the city of Port Blair. Facilities like hotel, restaurant, bar, changing room, adventure water-sports are available here. Historical remains like Japanese Bunkers .....
",Beach,,3.45,891,2, Port Blair ,Andaman & Nicobar Islands,0.98,0.79
TD-181,Wandoor Beach,"rom Port Blair Central Bus Stand, Anthropological Museum is an ethnographic museum situated in Port Blair. Maintained and managed by Anthropological Survey of India, Anthropological Museum is one of the top places to visit in Port Blair.The Anthropological museum in Port Blair was started in the year 1975-76. This small museum offers a profound and informative portrait of island's local community of tribes like Jarawas, Sentinelese, Great Andamanese and the Onges. These tribes are considered as one of the oldest in the world. The museum is showcasing wide collection of tools and weapons used by Andaman tribes. An ancient Jarawa chest guard, a skull discovered from the Sentinelese, the Shamanic sculptures created by the Nicobarese, the boats of different shapes and sizes, the coconut or palm tree leaves baskets, clothes of Andamanese are the popular attractions in the museum.The museum also encloses many photographs of different tribes and aborigines .....
",Museum,,3.6,1072,1, Port Blair ,Andaman & Nicobar Islands,0.9,0.79
TD-182,Havelock Island,"from Port Blair and 204 km from Diglipur, Baratang Island is an island located in North & Middle Andaman district of Andamans. This island is situated between South and Middle Andaman Islands. Andaman Trunk Road to Rangat and Mayabunder goes through this island.Spread an area of approximately 238 sq. km, Baratang is one of the main islands of the Great Andaman group, a closely set archipelago in the Bay of Bengal, adjoining the Andaman Sea. Baratang is home to the rare Limestone Caves in India. The other main attractions are the Parrot Island, the blue beach at Baludera and the Mud Volcano. The resident and origin tribe of Jarawa's also stir curiosity in every traveler. There are other volcanoes in the area - the Barren Island volcano which is the only active volcano in South Asia and the Narcondum volcano which is considered to be a potentially active volcano.The Limestone Caves are located 50 minutes away by sea from the Baratang Jetty. Visitors can .....
",Beach,204,4.36,1256,2, Port Blair,Andaman & Nicobar Islands,0.91,0.79
TD-183,,"from Port Blair and 204 km from Diglipur, Baratang Island is an island located in North & Middle Andaman district of Andamans. This island is situated between South and Middle Andaman Islands. Andaman Trunk Road to Rangat and Mayabunder goes through this island.Spread an area of approximately 238 sq. km, Baratang is one of the main islands of the Great Andaman group, a closely set archipelago in the Bay of Bengal, adjoining the Andaman Sea. Baratang is home to the rare Limestone Caves in India. The other main attractions are the Parrot Island, the blue beach at Baludera and the Mud Volcano. The resident and origin tribe of Jarawa's also stir curiosity in every traveler. There are other volcanoes in the area - the Barren Island volcano which is the only active volcano in South Asia and the Narcondum volcano which is considered to be a potentially active volcano.The Limestone Caves are located 50 minutes away by sea from the Baratang Jetty. Visitors can .....
",Beach,204,3.6,1464,2, Port Blair,Andaman & Nicobar Islands,0.91,0.79
TD-184,Red Fort,"rom New Delhi Railway Station, The Red Fort or the Lal Qila is one of the best historical places in Delhi situated on the western bank of the River Yamuna. This grand fort is a UNESCO World Heritage Site in Delhi, from where the prime minister addresses the nation every year on Independence Day (15 August). It is located in the center of Delhi and houses a number of museums. It is one of the best places to visit in Delhi and also one of the top attractions you must include in Golden Triangle tour.The Red Fort was built by Shah Jahan between 1638 and 1648. The Fort was built when Shah Jahan transferred his capital from Agra to Delhi. The fort is better planned than the Agra Fort and was the residence of the Mughal emperor of India for nearly 200 years, until 1857. It was originally called as Quila-i-Mubarak, meaning the blessed fort, as it was the royal .....
",Heritage,,3.57,1186,2, New Delhi R,Delhi,0.97,0.72
TD-185,Qutub Minar,"rom New Delhi Railway Station, The Red Fort or the Lal Qila is one of the best historical places in Delhi situated on the western bank of the River Yamuna. This grand fort is a UNESCO World Heritage Site in Delhi, from where the prime minister addresses the nation every year on Independence Day (15 August). It is located in the center of Delhi and houses a number of museums. It is one of the best places to visit in Delhi and also one of the top attractions you must include in Golden Triangle tour.The Red Fort was built by Shah Jahan between 1638 and 1648. The Fort was built when Shah Jahan transferred his capital from Agra to Delhi. The fort is better planned than the Agra Fort and was the residence of the Mughal emperor of India for nearly 200 years, until 1857. It was originally called as Quila-i-Mubarak, meaning the blessed fort, as it was the royal .....
",Heritage,,3.52,748,1, New Delhi R,Delhi,0.97,0.72
TD-186,Humayun's Tomb,"from New Delhi Railway Station, Qutub Minar is the magnificent tower of victory stands in the Qutub Complex located at Aurabindo Marg near Mehrauli in Delhi. Qutub is the highest tower in India and is an UNESCO World Heritage Site. It is among the must visit Delhi tourist places and one of the best heritage sites in Delhi city. It is also commonly featured in the promotion of Delhi Tourism.Qutub-ud-Din Aibak laid the foundation of Minar in 1199 AD for the use of the Mu'zzin (crier) to give calls for prayer and raised the first storey, to which three more storeys were added by his successor and son-in-law, Shamsud-Din Iltutmish (AD 1211-36). Numerous inscriptions in Arabic and Nagari characters in different places of the Minar reveal the history of Delhi. According to the inscriptions on its surface it was repaired by Firoz Shah Tughlaq (AD 1351-88) and Sikandar Lodi (AD 1489-1517). Major R. Smith also repaired and restored the Minar in 1829.It is an .....
",Heritage,,3.59,782,2, New Delhi,Delhi,0.91,0.72
TD-187,Jantar Mantar,"rom New Delhi Railway Station and 3 km from Hazrat Nizamuddin Station, Humayun's Tomb is one of the prime tourist places to visit in Delhi and one of the top historical places in Delhi city. The tomb is an UNESCO World Heritage Site. It is the final resting place of Humayun, the second Mughal Emperor and father of Akbar.The construction of this tomb was commissioned by Humayun's wife, Hamida Banu Begum or Haji Begum in 1562. It was designed by Mirak Mirza Ghiyath, a Persian architect. Humayun's tomb was based on Gur-e Amir, the tomb of Mughal ancestor Timur in Samarkand. The tomb was completed in 1572 AD and is believed to have costed 15 lakh rupees at the time of its completion. The entire structure is built using red sandstone.Humayun's tomb is a fine specimen of the great Mughal architecture, which was inspired by Persian architecture. The tomb was the first garden-tomb on the Indian subcontinent. Its unique beauty is said to have inspired several .....
",Heritage,3,4.28,550,1, New Delhi R,Delhi,0.95,0.72
TD-188,Akshardham Temple / Swaminarayan Temple,"rom Delhi Junction Railway Station, Jantar Mantar is one of the best historical places in Delhi situated in Parliament Street near Connaught Place. Jantar Mantar was declared a national monument in 1948. The Jantar Mantar is among the best places to visit in Delhi and is a great place for astronomy lovers.Jantar Mantar, also known as the Delhi Observatory was built in 1724 AD. It is one of five astronomical observatories in India that was designed by Maharaja Sawai Jai Singh II of Jaipur. The other four observatories are situated at Jaipur, Varanasi, Ujjain and Mathura. The essential purpose of the Jantar Mantar was to accumulate astronomical tables which in turn would help predict the time and movement of the celestial bodies such as the sun, moon and other planets. The task was given to Raja Jai Singh by the Mughal emperor Muhammad Shah. It houses .....
",Heritage,,3.57,1070,1, Delhi Junct,Delhi,0.96,0.72
TD-189,Lotus Temple / Bahai Temple,"from New Delhi Railway Station, Akshardham Temple or Swaminarayan Temple is located on the banks of River Yamuna near Nizamuddin Bridge in Delhi. The temple is included in the list of Seven Wonders of the 21st Century by the prestigious Reader's Digest magazine. It is one of best built temples in India and among must visit tourist places in Delhi. It also has been listed in the 2009 edition of the Guinness World Records book as the largest Hindu temple in the world. Akshardham Temple is dedicated to Lord Swaminarayan. Akshardham means the adobe of the supreme lord and the temple is a fine example of the Hindu architecture. The complex is the second Akshardham complex in the country after the one at Gandhinagar in Gujarat.The building was inspired and moderated by Pramukh Swami Maharaj who was the spiritual leader BAPS community. It was inaugurated in November 2005 by the President, Dr. APJ Abdul Kalam.Spread over 100 acres, the temple complex is .....
",Heritage,,3.97,1065,1, New Delhi,Delhi,0.94,0.72
TD-190,Jama Masjid,"from New Delhi Railway Station, Akshardham Temple or Swaminarayan Temple is located on the banks of River Yamuna near Nizamuddin Bridge in Delhi. The temple is included in the list of Seven Wonders of the 21st Century by the prestigious Reader's Digest magazine. It is one of best built temples in India and among must visit tourist places in Delhi. It also has been listed in the 2009 edition of the Guinness World Records book as the largest Hindu temple in the world. Akshardham Temple is dedicated to Lord Swaminarayan. Akshardham means the adobe of the supreme lord and the temple is a fine example of the Hindu architecture. The complex is the second Akshardham complex in the country after the one at Gandhinagar in Gujarat.The building was inspired and moderated by Pramukh Swami Maharaj who was the spiritual leader BAPS community. It was inaugurated in November 2005 by the President, Dr. APJ Abdul Kalam.Spread over 100 acres, the temple complex is .....
",Heritage,,4.43,646,2, New Delhi,Delhi,0.94,0.72
TD-191,Raj Ghat,"from New Delhi Railway Station 2.5 km from Okhla Railway Station, The Lotus Temple is located at Bahapur Hill. Also called Bahai Temple or the Bahai House of worship, the Lotus Temple is one of the major landmarks and among the most visited places of sightseeing in Delhi. Lotus Temple was found by the believers of the Bahai Faith, an independent world religion, which was founded by Baha'ullah. This temple is an ideal place of meditation which is open to all other faiths. Lotus Temple is so named because of the lotus like structure of the temple. It is one of seven Bahai Houses of Worship in the world and is one of the most visited sites in the world with an average of three and a half million visitors each year.The temple was designed by Fariborz Shaba, a Canadian architect of Iranian origin. He took 10 years in designing the structure. The construction of the building began in 1980 and was completed in 1986 at a cost of Rs. 10 million and was opened .....
 ",Pilgrimage,2,3.47,1149,1, New Delhi,Delhi,0.93,0.72
TD-192,Safdarjung Tomb," from New Delhi Railway Station, Jama Masjid or Masjid-i-jahan-Numa is located in the center of old Delhi near the famous Red Fort. This is one of the largest mosques in India and one of the last monuments built by Mughal Emperor Shah Jahan. It is one of the top places to visit in Delhi city and also among the top historical sites in Delhi.Jama Masjid was commissioned by Shah Jahan between 1644 and 1656 at a cost of 1 million rupees. This mosque was constructed with the efforts of more than 5,000 workers. The Masjid was completed under the supervision of Saadullah Khan, the Prime Minister of Shah Jahan and was inaugurated by an imam from Bukhara, present-day Uzbekistan. After the British victory in Revolt of 1857, they occupied the mosque and stationed their soldiers here.The mosque has three large gates, four towers and two 40 m high minarets constructed using red sandstone and white marble. The mosque is built on a red sandstone porch, which is about .....
",Heritage,,3.7,975,2,  New Delhi,Delhi,0.38,0.72
TD-193,India Gate,"rom New Delhi Railway Station, Raj Ghat is a memorial dedicated to the Father of the Nation, Mahatma Gandhi located on the banks of Yamuna River in Old Delhi. Raj Ghat is the last resting place of Mahatma Gandhi. The cremation of Mahatma Gandhi took place at the Raj Ghat on 31st January 1948, a day after his assassination. The memorial was designed by Vanu G. Bhuta, who intended it to reflect the simplicity of the Mahatma's life. It has won several awards for its architectural design.The memorial stone of Mahatma Gandhi placed on a simple square platform made of black stone, with the words Hey Ram inscribed on it. It is left open to the sky while an eternal flame burns perpetually at one end. The road on which it is located is also known as the Mahatma Gandhi Road. It is situated amidst a well maintained garden with fountains and numerous trees that give the area a serene atmosphere. Near the memorial, there are labeled trees planted by visiting .....
",Heritage,,4.86,1034,2, New Delhi R,Delhi,0.87,0.72
TD-194,Dargah Hazrat Nizamuddin," from New Delhi Railway Station and 7 km from Hazrat Nizamuddin Station, Safdarjung Tomb is located near the Safdarjung Airport at the T-junction of Lodi Road and Aurobindo Marg. It is located at a distance of 1 km from the Lodi Garden. It was declared as a UNESCO World Heritage site in 1993.Safdarjung Tomb was built by his son Shujaud Daula in 1754. It is among the best tourist places in Delhi and also among the top historical places in Delhi city. This Tomb is dedicated to Mirza Muqeem Abdul-Mansur Khan, who was also known as Safdarjung. He was the viceroy of Oudh under Muhammad Shah and prime minister under Ahmad Shah. The tomb is the last example of the pattern which began with Humayun's tomb.The Tomb was built in distinct Mughal architecture. Constructed in the center of a large garden, the compound is decorated with ponds and fountains. Crafted out of red sandstone with a white marble dome, the Tomb is built on a raised platform. The tomb has .....
",Heritage,7,3.67,731,2,  New Delhi,Delhi,0.84,0.72
TD-195,Lodi Garden," from New Delhi Railway Station and 7 km from Hazrat Nizamuddin Station, Safdarjung Tomb is located near the Safdarjung Airport at the T-junction of Lodi Road and Aurobindo Marg. It is located at a distance of 1 km from the Lodi Garden. It was declared as a UNESCO World Heritage site in 1993.Safdarjung Tomb was built by his son Shujaud Daula in 1754. It is among the best tourist places in Delhi and also among the top historical places in Delhi city. This Tomb is dedicated to Mirza Muqeem Abdul-Mansur Khan, who was also known as Safdarjung. He was the viceroy of Oudh under Muhammad Shah and prime minister under Ahmad Shah. The tomb is the last example of the pattern which began with Humayun's tomb.The Tomb was built in distinct Mughal architecture. Constructed in the center of a large garden, the compound is decorated with ponds and fountains. Crafted out of red sandstone with a white marble dome, the Tomb is built on a raised platform. The tomb has .....
",Heritage,7,4.77,872,2,  New Delhi,Delhi,0.84,0.72
TD-196,Birla Mandir / Laksminarayan Temple," from New Delhi Railway Station, India Gate is one of the most popular monuments situated at eastern end of Raj Path in New Delhi. It is also one of the most visited tourist places in Delhi. India Gate, Originally called the All India War Memorial, is a war memorial in honour of the 70,000 Indian soldiers who died during the World War I. The memorial bears the names of more than 13,516 British and Indian soldiers killed in the Northwestern Frontier in the Afghan war of 1919.It was designed by the famous British architect, Edward Lutyens and the foundation stone was laid down by the Duke of Connaught in 1921. The monument similar in design to the French war memorial, the Arc-de-Triomphe, was completed in 1931.The monument was dedicated to the nation in 1931 by the then Viceroy, Lord Irwin. Another memorial, Amar Jawan Jyoti was added much later, after India got its independence. The eternal flame burns day and night under the arch to remind the nation .....
",Heritage,,3.32,871,1,  New Delhi,Delhi,-0.96,0.72
TD-197,Aadya Katyayani Shakti Peeth Mandir - Chhatarpur,"rom Hazrat Nizamuddin Railway Station, 1 km from Humayun's Tomb and 7.5 km from New Delhi Railway Junction, Hazrat Nizamuddin Dargah is located in the Nizamuddin West Area of Delhi. It is one of the most popular attractions in Delhi.Hazrat Nizamuddin Dargah is a famous dargah dedicated to Nizamuddin Auliya (1238 - 1325 CE) who was one of the world's most famous saints of the Sufi Chishti Order. He was a spiritual successor of Khwaja Moinuddin Chishti of Ajmer. The dargah was built in 1325, the year the saint died. It was renovated and decorated by Firoz Shah Tughlaq, as well as by later rulers.The present structure was constructed by a nobleman named Faridun Khan in 1562 AD.The structure consists of a square chamber surrounded by verandahs, which are pierced by arched openings. The dome on top of the tomb is decorated with vertical stripes of black marble and is crowned by a lotus-cresting. This grand tomb has lattice screens, marble arches and .....
",Heritage,1,3.69,1188,1, Hazrat Niza,Delhi,0.91,0.72
TD-198,ISKON Temple," from New Delhi Railway Station and 5 km from Hazrat Nizamuddin Station, Lodi Garden is located at Lodi Road. This protected complex encloses several historical monuments including tombs, mosques and a bridge, belonging to the Lodi and Sayyid dynasties. It is one of the popular places to visit in Delhi city.The beautiful Lodi Garden was built by two Delhi Sultanate dynasties, the Sayyids and Lodis in the 15 and 16th centuries. It was landscaped in 1936 by Lady Willington, wife of Marquees of Willington, Governor-General of India during the British rule. The original name of Lodhi Garden was Lady Willington Park which later renamed as Lodi Garden after Indian Independence in 1947.Lodi Garden has a huge park with wide lawns, trees, plants and flowers, set against a backdrop of beautiful monuments. Spread over 90 acres, it contains Mohammed Shah's Tomb, Tomb of Sikandar Lodi, Shisha Gumbad and Bara Gumbad.The tomb of Mohammed Shah, the last ruler .....
",Heritage,5,4.93,717,1,  New Delhi,Delhi,0.95,0.72
TD-199,National Museum,"rom New Delhi Railway Station and 2.5 Km from Jantar Mantar, Lakshmi Narayan Temple also known as the Birla Mandir is situated at Mandir Marg near Connaught Place in New Delhi. It is one of the first temples built by the Birlas in India and one of the major Delhi tourist attractions.This temple was built by the famous industrialist and philanthropist, Baldeo Das Birla and his son Jugal Kishore Birla of Birla family. The construction of temple was started in 1933 and completed in 1939. The foundation stone of temple was laid by Maharaja Udaybhanu Singh. The temple was built under guidance of Pandit Vishwanath Shastri and the architect was Sri Chandra Chatterjee. Birla Mandir was inaugurated by Mahatma Gandhi in 1939. At that time, Mahatma Gandhi kept a condition that the temple should allow people from all the castes.The temple is dedicated to Lord Vishnu and Goddess Lakshmi. The three storeyed temple was built in the Nagara style of Hindu temple architecture. .....
",Pilgrimage,2,4.42,967,1, New Delhi R,Delhi,0.77,0.72
TD-200,Mehrauli Archaeological Park,"rom New Delhi Railway Station and 2.5 Km from Jantar Mantar, Lakshmi Narayan Temple also known as the Birla Mandir is situated at Mandir Marg near Connaught Place in New Delhi. It is one of the first temples built by the Birlas in India and one of the major Delhi tourist attractions.This temple was built by the famous industrialist and philanthropist, Baldeo Das Birla and his son Jugal Kishore Birla of Birla family. The construction of temple was started in 1933 and completed in 1939. The foundation stone of temple was laid by Maharaja Udaybhanu Singh. The temple was built under guidance of Pandit Vishwanath Shastri and the architect was Sri Chandra Chatterjee. Birla Mandir was inaugurated by Mahatma Gandhi in 1939. At that time, Mahatma Gandhi kept a condition that the temple should allow people from all the castes.The temple is dedicated to Lord Vishnu and Goddess Lakshmi. The three storeyed temple was built in the Nagara style of Hindu temple architecture. .....
",Pilgrimage,2,4.3,926,2, New Delhi R,Delhi,0.77,0.72
TD-201,National Zoological Park,"rom Qutub Minar and 19 Km from New Delhi Railway Station, Sri Aadya Katyayani Shakti Peeth Mandir, popularly known as Chhatarpur Temple is located Chhatarpur near Mehrauli - Gurgaon road. This is one of the largest temple complexes in India and also among the most popular Delhi places to visit.The main deity of the temple is Goddess Katyayani, an incarnation of Goddess Durga. Riding a lion and holding the glorious Chandrahasa (sword) in her hand, Goddess Katyayani is associated with the fierce form of Shakti and is one of the more widely revered and worshipped forms of Goddess Durga. The temple was established in 1974, by Baba Sant Nagpal ji. His samadhi shrine lies in the premises of the Shiv-Gauri Nageshwar Mandir within the temple complex.The architecture of the temple is a blend of Nagara and Dravidian styles. The complex built entirely with marble is spread over an area of approximately 70 acres with beautiful lawns and gardens. The main shrine .....
",Pilgrimage,19,3.75,629,2, Qutub Minar,Delhi,0.97,0.72
TD-202,National Museum Of Natural History,"from New Delhi Railway Station and 3.5 Km from Lotus Temple, Sri Radha Parthasarathi Mandir, popularly known as the ISKCON Temple, is a well-known Vaishnava temple located at Hare Krishna Hills in the East of Kailash area of New Delhi. This temple is dedicated to Lord Krishna and Radha in the form of Radha Parthasarathi.The ISKCON Temple was built by Hare Rama Hare Krishna devotees in 1998. The temple is one of the 40 temples built by International Society for Krishna Consciousness (ISKON) Movement established by Acharya Swami Prabhupada, to propagate the message of Bhagavad-Gita.This temple was designed and constructed by Achyut Kanvinde for the followers of Srila Prabhupada. The architecture of the temple is a fine example of artistic splendor with Shikharas standing at height of 90 m. The central prayer hall has three shrines dedicated to Radha-Krishna, Sita-Ram and Guara-Nitai respectively. The interiors of the temple have been beautifully decorated .....
",Pilgrimage,3,4.33,623,1, New Delhi,Delhi,0.97,0.72
TD-203,National Science Centre," from New Delhi Railway Station, The National Museum is located on Janpath close to the road between India Gate and Rashtrapati Bhawan. This museum is managed by the Ministry of Culture and is one of the largest museums in India and among the famous Delhi tourist places.The National Museum was established on 15th August 1949 and houses artifacts ranging from pre-historic to modern era. The blue-print of the National Museum had been prepared by the Gwyer Committee set up by the Government of India ³n 1946.The museum functioned in the Rashtrapati Bhawan during its initial years. The present building was laid by Pandit Jawaharlal Nehru on 12th May, 1955 and it was formally opened to public on 18th December 1960.There are around 200,000 beautiful artifacts of both Indian as well as international origin housed in the museum. Some of the artifacts are more than 5,000 years old. It has articles from pre-historic era to contemporary art works. One of the popular .....
",Museum,,4.01,767,1,  New Delhi,Delhi,0.87,0.72
TD-204,National Gallery Of Modern Art,"from New Delhi Railway Station, Mehrauli Archaeological Park is an archaeological area located close to Qutub Complex in Delhi. It is one of the popular historical sites in Delhi.Spread over 200 acres in Mehrauli, Mehrauli Archaeological Park consists of more than 100 monuments with great historical significance. It is the only area in Delhi known for 1,000 years of continuous inhabitation and includes the ruins of Lal Kot built by Tomar Rajputs in 1060 AD. Thus it is the oldest fort of Delhi and comprises some historical structures like Tomb of Balban, Quli Khan's tomb, Jamali Kamali Mosque and Tomb, Rajon Ki Baoli and others.Balban's Tomb is situated at the entrance which is one of the finest examples of the simple Indo-Islamic architecture. The Tomb of Ghiyas-ud din Balban was constructed in 1287 AD. Balban was the ruler of Delhi Sultanate from 1266 to 1287. It is believed to be the first building with arches built in India. This tomb is said to .....
",Heritage,,4.08,533,2, New Delhi,Delhi,0.82,0.72
TD-205,Alai Minar,"from New Delhi Railway Station, Mehrauli Archaeological Park is an archaeological area located close to Qutub Complex in Delhi. It is one of the popular historical sites in Delhi.Spread over 200 acres in Mehrauli, Mehrauli Archaeological Park consists of more than 100 monuments with great historical significance. It is the only area in Delhi known for 1,000 years of continuous inhabitation and includes the ruins of Lal Kot built by Tomar Rajputs in 1060 AD. Thus it is the oldest fort of Delhi and comprises some historical structures like Tomb of Balban, Quli Khan's tomb, Jamali Kamali Mosque and Tomb, Rajon Ki Baoli and others.Balban's Tomb is situated at the entrance which is one of the finest examples of the simple Indo-Islamic architecture. The Tomb of Ghiyas-ud din Balban was constructed in 1287 AD. Balban was the ruler of Delhi Sultanate from 1266 to 1287. It is believed to be the first building with arches built in India. This tomb is said to .....
",Heritage,,3.42,934,2, New Delhi,Delhi,0.82,0.72
TD-206,Alai Darwaza,"rom New Delhi Railway Station and 3.5 Km from India Gate, The National Zoological Park is situated near Purana Qila in Delhi. It is one of the best Zoo parks in India and a top tourist attraction in Delhi.The Park was formally inaugurated on 1st November, 1959 by Mr. Punjab Rao Deshmukh, Agriculture Minister of India in the first cabinet. This Park was initially known as Delhi Zoo and renamed as National Zoological Park in 1982 with the idea of it being the model zoo of the country.The park covering a large area of 176 acres is a perfect place for breeding endangered species. The zoo is home to about 1350 animals representing almost 130 species of animals and birds from around the world. Some of the famous species of animals present here are spider monkey, zebras, chimpanzee, hippopotamus, deer, tiger, lion, African wild buffaloes and many more.The National Zoological Park also runs conservation initiatives for animals like the Royal Bengal .....
",Wildlife,3,3.55,819,1, New Delhi R,Delhi,0.93,0.72
TD-207,Alauddin Khilji Tomb And Madrasa,"rom New Delhi Railway Station, The National Museum of Natural History or NMNH is situated within the FICCI building on Barakhamba Road just opposite the Embassy of Nepal and very close to Connaught Place. The museum functions under the Ministry of Environment and Forests of the Government of India. This is one of the two Natural History Museums in India (other one being at Mysore). A visit to this museum is one of the famous Delhi sightseeing places.The NMNH was created in 1972 as part of the celebration of the 25th year of India's independence. The Museum was conceptualized by Late Smt. Indira Gandhi, the former Prime minister of India with the idea to make people aware of the rich flora and fauna India has. It was inaugurated and opened to the general public on 5th June 1978, the World Environment Day. The museum introduces the visitors to natural history, ecology and environment with plenty of examples from nature and various aspects of conservation .....
",Museum,,4.58,520,1, New Delhi R,Delhi,0.9,0.72
